,title,overview,popularity,original_language,vote_count,vote_average
7518,Rugrats in Paris: The Movie,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love.",14.857,en,411,6.6
7519,The City of Lost Children,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",17.106,fr,916,7.3
7520,The Christmas Chronicles,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",12.366,en,1892,7.2
7521,Beautiful Sisters: Flesh Slave,A maniac breaks into the apartment of two sisters and abuses them sexually and physically until they turn the tables.,13.919,ja,11,6.1
7522,Hotel Mumbai,"Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",12.567,en,1333,7.6
7523,Creepshow 3,"This follow-up to the George Romero/Stephen King-launched anthology series features five new tales of horror and a wraparound. The main stories deal with alternative realities (""Alice""), possessed communication devices (""The Radio""), vampires and serial killers in lust (""Call Girl""), mad inventors (""The Professor's Wife""), and hauntings from beyond the grave (""Haunted Dog"").",13.108,en,140,4.6
7524,Taurus,"A rising but troubled musician searches for the inspiration to record one last song, pushing himself deep into the void.",17.018,en,10,7.3
7525,Mortal,A young boy must discover the origins of his extraordinary powers before he is captured by authorities hell-bent on condemning him for an accidental murder.,14.62,en,416,6.6
7526,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",16.055,en,1774,6.5
7527,"The Cook, the Thief, His Wife & Her Lover",The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husband's restaurant.,11.604,en,513,7.4
7528,Kung Fu Dunk,"Shi-Jie is a brilliant martial artist from the Kung Fu School. One day, he encounters a group of youths playing basketball and shows off how easy it is for him, with his martial arts training, to do a Slam Dunk. Watching him was Chen-Li, a shrewd businessman, who recruits him to play varsity basketball at the local university.",11.106,zh,186,5.7
7529,Bad News Bears,"Morris Buttermaker is a burned-out minor league baseball player who loves to drink and can't keep his hands to himself. His long-suffering lawyer arranges for him to manage a local Little League team, and Buttermaker soon finds himself the head of a rag-tag group of misfit players. Through unconventional team-building exercises and his offbeat coaching style, Buttermaker helps his hapless Bears prepare to meet their rivals, the Yankees.",12.355,en,230,5.9
7530,Untitled Ghostbusters: Afterlife Sequel,"After the events in Oklahoma, the Ghostbusters team returns to where it all started: New York City! The Spengler family story continues with a new group of Ghostbusters led by Winston Zeddemore and Ray Stantz.",13.191,en,0,0.0
7531,Ju-on: The Grudge 2,"While driving, the pregnant horror-movie actress Kyôko Harase and her fiancé are in a car crash. She loses her baby and her fiancé winds up in a coma. Kyôko was cursed together with a television crew when they shot a show in the haunted house where Kayako was brutally murdered by her husband years ago. While each member of the team dies or disappears, Kyôko is informed that she has a three-and-a-half-month-old fetus in her womb.",10.855,ja,263,6.3
7532,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",9.358,en,1399,5.8
7533,Timeline,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,14.605,en,937,5.7
7534,Girl with a Pearl Earring,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.",13.105,en,1222,6.6
7535,Dogma,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",11.855,en,2202,6.9
7536,Doraemon: Nobita's Great Adventure in the South Seas,"The search for documentation about the sea for a school work will make the magic door of Doraemon open and take Nobita to Shizuka, Gian and Sueno in the deep ocean. This time our friends embark on a huge and unique boat in order to learn about the mysteries of the sea and look for treasures. What nobody imagines is that a distortion in the line of space-time will lead them to the seventeenth century amid a great storm that will make them wreck and where Doraemon loses its magic pocket. No time to lose, our friends must find a way out. Will they succeed?",14.415,ja,27,7.0
7537,Bingo,"Bingo, the runaway circus dog, is off the leash and saving Chuckie's life! Bingo and the boy become the best of friends in this canine comedy featuring doggy disguises and skateboarding, pinball and prison. Chuckie and his parents (Cindy Williams and David Rasche) are moving house, a thousand miles away, but Bingo won't be allowed to join them. Chuckie and Bingo's determination to be reunited is t",13.904,en,85,5.0
7538,The Maiden Heist,A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.,13.305,en,278,5.7
7539,Sphere,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",10.854,en,1396,6.1
7540,Along Came Polly,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.",11.804,en,2577,6.0
7541,Whispering Corridors 6: The Humming,"Eun-hee is hired as a vice principal at her old high school, where strange things take place in the closed down washroom. High school student Ha-young and So-yeon, who used the washroom as their hideout hear humming in the empty washroom, and believe that a ghost exists inside. Ha-young discovers a flowerpot on the stairs and suspect that Eun-hee is somehow linked to the mystery. Suffering from hallucination upon her inauguration, Eun-hee finds a ghastly figured girl in the washroom mirror and begins to believe that the girl was the one who brought her back to this school…",10.54,ko,22,6.8
7542,El cumple de la abuela,"The Salerno family is celebrating. It's Grandma Adela's birthday. However, in a conversation between women, Adela reveals a familiar truth that had never come to light.",10.002,es,0,0.0
7543,Keep Watching,"A family imprisoned by intruders is forced to play a terrifying game of ""Kill, Or Be Killed"". As the night unfolds, the game's mysterious rules become clear, and the family realizes their nightmare is being streamed live to riveted viewers all over the world, who are compelled to KEEP WATCHING... not knowing if what they're seeing is real, or staged.",10.609,en,251,5.1
7544,Double Jeopardy,"Framed for the murder of her husband, Libby Parsons survives the long years in prison with two burning desires sustaining her -- finding her son and solving the mystery that destroyed her once-happy life. Standing between her and her quest; however, is her parole officer, Travis Lehman. Libby poses a challenge to the cynical officer, one that forces him to face up to his own failings while pitting him against his superiors and law enforcement colleagues.",17.287,en,1106,6.5
7545,The Big Hit,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",10.603,en,351,5.9
7546,"Synecdoche, New York","A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",11.054,en,1210,7.6
7547,HollyBlood,"Javi is a teenage student so shy and clumsy that he does not know how to attract the attention of his classmate Sara, a geeky girl who is only interested in a literary saga about vampires.",10.838,es,64,5.5
7548,This Is It,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.",10.603,en,795,7.2
7549,Sleepaway Camp,"Slightly disturbed and painfully shy Angela Baker is sent away to summer camp with her cousin. Not long after Angela's arrival, things start to go horribly wrong for anyone with sinister or less than honorable intentions.",12.601,en,550,6.3
7550,Little Tickles,"Odette is a 8-yr-old girl who loves to dance and draw. Once she has become an adult, Odette realizes she was abused, and immerses herself body and soul in her career as a dancer while trying to deal with her past.",10.361,fr,283,7.5
7551,The General's Daughter,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",11.352,en,779,6.4
7552,Caddyshack,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",11.351,en,984,6.6
7553,Sense and Sensibility,"Based on Jane Austen's classic novel of the Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",15.851,en,1462,7.5
7554,Half Baked,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",11.352,en,474,6.3
7555,The Turning,"A young woman quits her teaching job to be a private tutor for two wealthy young kids, but soon starts to suspect there’s more to their house than what meets the eye.",13.115,en,879,5.8
7556,Roujin Z,"Mr. Takazawa, an elderly invalid who is cared for at his home by Haruko, a young nursing student, is chosen by the Japanese Ministry of Public Welfare to test the Z-001, a computerized hospital bed with robotic features that allegedly displays more efficiency and skills than any human nurse, but Haruko mistrusts a machine unable to consider human feelings.",11.4,ja,85,6.4
7557,Son of a Rich,"Born into an oligarch family, Grigory is so spoiled that he thinks he is above the law. When he goes too far with his escapades and faces a jail sentence, his father takes measures. With the help of a friend he plans to ‘rehabilitate’ his son. They reconstruct an abandoned village, 19th century style. Soon after that, Grigory gets into an arranged car accident and “goes back in time” reincarnated as a serf. All the people he meets there are actors. There are hidden cameras everywhere, and a team of psychologists watches Grigory. He will have to learn how to appreciate life and to work hard.",11.364,ru,121,7.0
7558,Halo: Landfall,"Director Neill Blomkamp explores the lives of Marines and ODSTs on a last, desperate mission in a post-invasion Earth – a mission that may secure the salvation, or usher the destruction of the entire galaxy. Edited together as a standalone piece for the first time, these three shorts are the first glimpse at what a live-action Halo could and should look like and a must-see for Halo fans of every stripe.",13.342,en,33,6.1
7559,The Taste of Married Women,,12.86,ko,0,0.0
7560,Miracle on 34th Street,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",11.349,en,893,6.7
7561,The Protector,"Billy Wong is a New York City cop whose partner is gunned down during a robbery. Billy and his new partner, Danny Garoni, are working security at a fashion show when a wealthy man's daughter, Laura Shapiro, is kidnapped. The Federal authorities suspect that Laura's father is involved with Mr. Ko, a Hong Kong drug kingpin, so the NYC police commissioner sends the two cops to Hong Kong to investigate.",11.849,en,152,6.1
7562,The Messengers,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.",12.601,en,713,5.7
7563,Challenge Game,"Florist Ae-ran and forensics investigator Min-ho  from the Public Prosecutor's Office both have a family that everyone wants. However, Min-ho can't handle bed time so Ae-ran starts a 'challenge game' in which she seduces and has sex with strange men. One day, Ae-ran and Min-ho meet Alex at a tango cafe. Alex is interested in Ae-ran and approaches her while Ae-ran takes interest in Alex who is more handsome than her husband. Min-ho later witnesses them in action and gets angry when he finds out the man Ae-ran seduced is Alex. Min-ho feels nervous because he finds out Alex isn't just a game partner and approached him for a reason. Min-ho tries to get rid of Alex but Alex chokes Ae-ran and Min-ho even more and feels catharsis. The game they started is turning into a catastrophe...",8.535,ko,6,6.7
7564,Above the Law,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",13.349,en,573,6.1
7565,2067,"A lowly utility worker is called to the future by a mysterious radio signal, he must leave his dying wife to embark on a journey that will force him to face his deepest fears in an attempt to change the fabric of reality and save humankind from its greatest environmental crisis yet.",14.118,en,712,5.3
7566,Zombie Flesh Eaters,"On the Caribbean island of Matul, white doctor David Menard is trying to stem the tide of cannibal zombies that are returning from the dead.  Arriving on the island are Anne and reporter Peter West who are looking for Anne's missing father.  The pair soon find themselves under attack from the zombies.",13.349,it,504,6.6
7567,Lego Scooby-Doo!: Haunted Hollywood,"The gang find themselves in a tinsel-town twist! While on a VIP tour of the legendary Brickton Studios, Scooby and friends get a first-hand experience of the rumored hauntings when classic movie monsters drop in for a creepy casting call.",11.605,en,205,7.4
7568,The Day of the Locust,"Hollywood, 1930s. Tod Hackett, a young painter who tries to make his way as an art director in the lurid world of film industry, gets infatuated with his neighbor Faye Greener, an aspiring actress who prefers the life that Homer Simpson, a lone accountant, can offer her.",11.478,en,71,6.5
7569,Iron Sky: The Coming Race,"Twenty Nine years after the events of Iron Sky, the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war, but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. An old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity, they must fight the Vril, an ancient shapeshifting reptilian race and their army of dinosaurs.",10.609,en,309,5.1
7570,Jackass Number Two,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",13.35,en,978,6.5
7571,Japanese Woman is Cheap in the Next Room,"Jae-kyung is embarrassed and runs away after seeing someone talking to herself at a bar. Did she live in her next room? Yuya and Jae-kyung, who are free from misunderstanding, are rapidly approaching. Soon, they will develop into a relationship with each other. However, the new relationship at the boarding house causes all relationships to break. To make matters worse, Jae-kyung misunderstood Yuya's appearance to share her concerns with Ken. Can their relationship be restored?",7.875,ko,13,7.5
7572,The Natural,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,11.848,en,511,6.9
7573,Notorious,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",12.499,en,1351,7.8
7574,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,17.242,en,6204,7.6
7575,"Ed, Edd n Eddy's Big Picture Show","When a scam goes horribly wrong and leaves the neighborhood kids furious, the Eds embark on a journey to find Eddy's brother in the ""Ed, Edd, n Eddy"" series finale.",13.009,en,97,7.3
7576,Nocturne,"Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.",12.866,en,354,5.9
7577,Dr. Jekyll and Mr. Hyde,"Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two, man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug, it is already too late.",12.598,en,230,7.3
7578,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",17.237,en,634,6.9
7579,Reno 911!: It's a Wonderful Heist,"It’s Holiday Season in Reno, and Lieutenant Dangle wishes he’d never been born. With the help of a roller skating “Angel,” he learns how much better the lives of the other deputies would be if he never existed. Will he decide to live on anyway? There’s still Christmas criminals to catch!",13.441,en,24,6.1
7580,Bulbbul,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",12.864,hi,103,6.7
7581,The Harbinger,"A family moves their troubled daughter to a small town, where people suspect she is responsible for a series of mysterious deaths. Fearing something evil followed them, the tormented parents must do whatever it takes to save their daughter.",11.464,en,18,4.1
7582,Lean On Me,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",12.097,en,255,7.3
7583,A Bay of Blood,"An elderly heiress is killed by her husband who wants control of her fortunes. What ensues is an all-out murder spree as relatives and friends attempt to reduce the inheritance playing field, complicated by some teenagers who decide to camp out in a dilapidated building on the estate.",12.847,it,313,6.7
7584,TEKKEN: A Man Called X,"A young man, Kazuya Mishima, wakes up alone in an unfamiliar hotel room without any recollection of who he is or how he got there. He is tormented by flashes of his past and by the face of an ominous stranger. The next thing he knows, Kazuya is ambushed and kidnapped by an underground crime organization and, soon after, turned into a ruthless assassin.  During a mission to assassinate a man named Brian Fury, Kazuya finds that his target harbors clues to his true identity. With the help of Fury and a female assassin, Kazuya follows the clues, leading him to the lab of his reoccurring flashbacks. Here, he will finally confront his past and the ominous man of his nightmares - Heihachi Mishima, face the ultimate betrayal, and Ieam the truth about who, and what, he really is.  TEKKEN 2: KAZUYA’S REVENGE is non-stop action from the first scene to the last.",10.881,en,76,4.0
7585,Pirates of the Caribbean: Tales of the Code: Wedlocked,"Wenches Scarlett and Giselle fix each other up for their wedding, in which they would each marry their groom. Upon realizing that both their grooms were the same man, Jack Sparrow, the two wenches found themselves in an auction led by the Auctioneer. This short film serves as a prequel to The Curse of the Black Pearl, and explains just why Jack Sparrow's boat the Jolly Mon was seen sinking at the beginning of the whole story; why the wenches were so upset with him; and how Cotton lost his tongue.",17.233,en,63,6.8
7586,Gentlemen Prefer Blondes,"Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",14.797,en,811,7.3
7587,Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,14.346,en,1168,7.4
7588,The Water Man,"Hoping to save his sick mother, a boy named Gunner and his friend Jo venture into the remote Wild Horse forest to search for a mythical figure who possesses the secret to immortality. When they go missing, Gunner's father Amos must immerse himself in his son's world to find them.",11.365,en,219,6.2
7589,Think Like a Man Too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",12.101,en,508,6.4
7590,Rust Creek,"When an overachieving college senior makes a wrong turn, her road trip becomes a life-changing fight for survival in rural Kentucky.",14.357,en,258,6.4
7591,Stomp the Yard 2: Homecoming,"Chance Harris looks to find a balance between his school, work, relationships and opportunity to perform at the nationally televised step competition during homecoming weekend at Truth University.",15.449,en,95,5.5
7592,"Je T'Aime, Je T'Aime","Recovering from an attempted suicide, a man is selected to participate in a time travel experiment that has only been tested on mice. A malfunction in the experiment causes the man to experience moments from his past in a random order.",13.076,fr,66,6.6
7593,Invitation Girl 2,"A man prepares a surprise for his wife on their 5-year-anniversary. One day, a couple, a man in the middle of a divorce and his mistress, come to visit. An entangled romantic web ensues.",7.699,ko,3,1.3
7594,Ronin,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",17.219,en,2035,6.9
7595,It's a Boy Girl Thing,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes.",14.097,en,940,6.5
7596,100 Girls,"Matthew, a college freshman, meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl among a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",12.346,en,390,5.8
7597,Juno,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",14.847,en,6520,7.0
7598,Clinical,"A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.",11.601,en,372,5.3
7599,Gaslight,A newlywed fears she's going mad when strange things start happening at the family mansion.,11.795,en,387,7.5
7600,The Golden Child,"After a Tibetan boy, the mystical Golden Child, is kidnapped by the evil Sardo Numspa, humankind's fate hangs in the balance. On the other side of the world in Los Angeles, the priestess Kee Nang seeks the Chosen One, who will save the boy from death. When Nang sees social worker Chandler Jarrell on television discussing his ability to find missing children, she solicits his expertise, despite his skepticism over being ""chosen.""",10.094,en,932,5.9
7601,Dangerous Lies,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",11.861,en,433,6.4
7602,Debt Collectors,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",13.61,en,185,6.2
7603,Breaking In,"Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded, high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape, Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.",13.302,en,599,6.0
7604,The Party,"A thirteen-year-old French girl deals with moving to a new city and school in Paris, while at the same time her parents are getting a divorce.",10.843,fr,1019,6.6
7605,Gully,"A slightly dystopian vision of LA, we follow three disaffected teenagers, Jessie, Calvin and Nicky, all victims of extreme childhoods, running supreme hedonistic riot as they try to work out a way in life.",10.538,en,39,5.5
7606,Fired Up!,Popular high schoolers and best friends Shawn and Nick decide to ditch football camp for cheerleader camp. For the girls and for the glory.,11.994,en,554,6.1
7607,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,13.543,en,737,6.3
7608,Deadstream,"A disgraced internet personality attempts to win back his followers by livestreaming one night alone in a haunted house. But when he accidentally pisses off a vengeful spirit, his big comeback event becomes a real-time fight for his life.",11.438,en,122,6.3
7609,Sleep Tight,"César, an unhappy concierge, maintains a peculiar relationship with the very diverse inhabitants of the upper-class apartment building where he works in Barcelona.",10.595,es,923,7.1
7610,Hole in One,"Eric, a highly-gifted golfer but radically-undisciplined college undergrad, finds his world drastically altered after losing a golf bet to a pair of sadistic plastic surgeons. Eric's bad-boy attitude lifestyle comes to a screeching halt as he loses his money, his girlfriend, his dignity and his golf swing. Eric and his best friend Tyler decide to take on the doctors, in a final golf match of ""Best-Ball"" to get his life back and become the man he should have been all along.",13.574,en,91,4.1
7611,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",13.495,en,1441,6.0
7612,Julie & Julia,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",10.344,en,1883,6.7
7613,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,12.043,en,607,6.8
7614,Johnny Mnemonic,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",12.341,en,1155,5.7
7615,Polaroid,"High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end. Bird and her friends must survive one more night as they race to solve the mystery of the haunted Polaroid before it kills them all.",14.552,en,878,6.0
7616,The Kids Are All Right,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",8.844,en,1324,6.6
7617,My Little Pony: Equestria Girls: Friendship Games,"Canterlot High meets its rival school, Crystal Prep Academy, in a competition that’s a long-standing tradition – The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prep’s top students led by someone with an equal amount of interest in Equestrian magic – this world’s TWILIGHT SPARKLE.",17.182,en,93,7.3
7618,Arthur,A drunken playboy stands to lose a wealthy inheritance when he falls for a woman that his family doesn't like.,15.594,en,662,5.6
7619,The Pelican Brief,"A law student's theory about the recent deaths of two Supreme Court justices embroils her in a far-reaching web of murder, corruption, and greed.",17.182,en,1323,6.6
7620,Crocodile Dundee,"When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",15.541,en,1645,6.4
7621,Beauty Salon: Special Services 4,"Focusing on the relationship between men and women in a beauty salon, Dae-hye, the director of a korean erotic film beauty salon, becomes more difficult to sell in a depression. The building owner’s rent pressure also comes in, and employee Juhee suggests to Dae-hye to do a bikini service, saying that a bikini beauty salon has hit the jackpot in a foreign country. Surprisingly, bikini service is on the jackpot and guests are increasingly looking for a more powerful service.",12.688,ko,10,6.6
7622,Detective Dee and the Mystery of the Phantom Flame,"An exiled detective is recruited to solve a series of mysterious deaths that threaten to delay the inauguration of Empress Wu.A bizarre murder mystery brings together the most powerful woman in China, the soon-to-be-Empress Wu Zetian and a formerly exiled detective, Dee Renjie at the infamous Imperial Palace. Hoping he will solve the crime before her coronation, Wu appoints Dee Chief Judge of the Empire and implores him to combine his indisputable wisdom with his unparalleled martial arts skills to save the future of her dynasty. Director Tsui Hark (Seven Swords) teams with stunt director Sammo Hung in this heart-pounding, epic thriller inspired by the incredible true story of one of the Tang Dynasty's most celebrated officials.",15.594,zh,333,6.6
7623,The Rocky Horror Picture Show,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rockv'.",14.341,en,2478,7.5
7624,Dracula 2000,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.",15.542,en,562,5.2
7625,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",12.84,en,2615,5.6
7626,Dragon Tiger Gate,Three young martial arts masters emerge from the back streets of Hong Kong to help the powerless fight injustice.,14.092,cn,170,6.6
